hands,fingers,lh_palm_pos_x,lh_palm_pos_y,lh_palm_pos_z,rh_palm_pos_x,rh_palm_pos_y,rh_palm_pos_z,lh_normal_x,lh_normal_y,lh_normal_z,rh_normal_x,rh_normal_y,rh_normal_z,lh_direction_x,lh_direction_y,lh_direction_z,rh_direction_x,rh_direction_y,rh_direction_z,lh_index_direction_x,lh_index_direction_y,lh_index_direction_z,lh_index_extended,lh_index_tip_x,lh_index_tip_y,lh_index_tip_z,lh_index_velocity_x,lh_index_velocity_y,lh_index_velocity_z,lh_middle_direction_x,lh_middle_direction_y,lh_middle_direction_z,lh_middle_extended,lh_middle_tip_x,lh_middle_tip_y,lh_middle_tip_z,lh_middle_velocity_x,lh_middle_velocity_y,lh_middle_velocity_z,lh_palm_vel_x,lh_palm_vel_y,lh_palm_vel_z,lh_pinky_direction_x,lh_pinky_direction_y,lh_pinky_direction_z,lh_pinky_extended,lh_pinky_tip_x,lh_pinky_tip_y,lh_pinky_tip_z,lh_pinky_velocity_x,lh_pinky_velocity_y,lh_pinky_velocity_z,lh_ring_direction_x,lh_ring_direction_y,lh_ring_direction_z,lh_ring_extended,lh_ring_tip_x,lh_ring_tip_y,lh_ring_tip_z,lh_ring_velocity_x,lh_ring_velocity_y,lh_ring_velocity_z,lh_sphere_center_x,lh_sphere_center_y,lh_sphere_center_z,lh_sphere_radius,lh_thumb_direction_x,lh_thumb_direction_y,lh_thumb_direction_z,lh_thumb_extended,lh_thumb_tip_x,lh_thumb_tip_y,lh_thumb_tip_z,lh_thumb_velocity_x,lh_thumb_velocity_y,lh_thumb_velocity_z,lh_wrist_pos_x,lh_wrist_pos_y,lh_wrist_pos_z,rh_index_direction_x,rh_index_direction_y,rh_index_direction_z,rh_index_extended,rh_index_tip_x,rh_index_tip_y,rh_index_tip_z,rh_index_velocity_x,rh_index_velocity_y,rh_index_velocity_z,rh_middle_direction_x,rh_middle_direction_y,rh_middle_direction_z,rh_middle_extended,rh_middle_tip_x,rh_middle_tip_y,rh_middle_tip_z,rh_middle_velocity_x,rh_middle_velocity_y,rh_middle_velocity_z,rh_palm_vel_x,rh_palm_vel_y,rh_palm_vel_z,rh_pinky_direction_x,rh_pinky_direction_y,rh_pinky_direction_z,rh_pinky_extended,rh_pinky_tip_x,rh_pinky_tip_y,rh_pinky_tip_z,rh_pinky_velocity_x,rh_pinky_velocity_y,rh_pinky_velocity_z,rh_ring_direction_x,rh_ring_direction_y,rh_ring_direction_z,rh_ring_extended,rh_ring_tip_x,rh_ring_tip_y,rh_ring_tip_z,rh_ring_velocity_x,rh_ring_velocity_y,rh_ring_velocity_z,rh_sphere_center_x,rh_sphere_center_y,rh_sphere_center_z,rh_sphere_radius,rh_thumb_direction_x,rh_thumb_direction_y,rh_thumb_direction_z,rh_thumb_extended,rh_thumb_tip_x,rh_thumb_tip_y,rh_thumb_tip_z,rh_thumb_velocity_x,rh_thumb_velocity_y,rh_thumb_velocity_z,rh_wrist_pos_x,rh_wrist_pos_y,rh_wrist_pos_z,label
1,5,5.682717800140381,174.36624145507812,40.592994689941406,5.682717800140381,174.36624145507812,40.592994689941406,0.006075041368603706,0.16550981998443604,0.9861894249916077,0.006075041368603706,0.16550981998443604,0.9861894249916077,-0.9932787418365479,0.11499419063329697,-0.013180487789213657,-0.9932787418365479,0.11499419063329697,-0.013180487789213657,-0.6577829122543335,0.35722532868385315,0.6631076335906982,1.0,-73.6768798828125,227.20729064941406,75.22852325439453,-202.45777893066406,-257.40545654296875,-316.0918273925781,-0.8264117240905762,0.3079686164855957,0.4713799059391022,1.0,-91.09367370605469,203.9347686767578,71.64552307128906,-223.1934051513672,-309.4560546875,-411.3551025390625,196.4700927734375,-53.85306167602539,-41.33815002441406,-0.8632656931877136,0.19632433354854584,0.46500444412231445,1.0,-68.27574157714844,150.40185546875,71.20143127441406,286.5606384277344,-324.0283508300781,-52.033775329589844,-0.8090422749519348,0.24372953176498413,0.5348331332206726,1.0,-81.75640106201172,175.08006286621094,78.08610534667969,-137.50350952148438,-370.3533630371094,-289.8169860839844,-25.266345977783203,189.53823852539062,96.93424224853516,72.01727294921875,-0.8535907864570618,0.33030110597610474,0.40284478664398193,0.0,-20.087940216064453,219.6407012939453,81.67371368408203,419.435302734375,509.3462219238281,-15.274555206298828,73.18476104736328,148.26858520507812,25.164939880371094,-0.6577829122543335,0.35722532868385315,0.6631076335906982,1.0,-73.6768798828125,227.20729064941406,75.22852325439453,-202.45777893066406,-257.40545654296875,-316.0918273925781,-0.8264117240905762,0.3079686164855957,0.4713799059391022,1.0,-91.09367370605469,203.9347686767578,71.64552307128906,-223.1934051513672,-309.4560546875,-411.3551025390625,196.4700927734375,-53.85306167602539,-41.33815002441406,-0.8632656931877136,0.19632433354854584,0.46500444412231445,1.0,-68.27574157714844,150.40185546875,71.20143127441406,286.5606384277344,-324.0283508300781,-52.033775329589844,-0.8090422749519348,0.24372953176498413,0.5348331332206726,1.0,-81.75640106201172,175.08006286621094,78.08610534667969,-137.50350952148438,-370.3533630371094,-289.8169860839844,-25.266345977783203,189.53823852539062,96.93424224853516,72.01727294921875,-0.8535907864570618,0.33030110597610474,0.40284478664398193,0.0,-20.087940216064453,219.6407012939453,81.67371368408203,419.435302734375,509.3462219238281,-15.274555206298828,73.18476104736328,148.26858520507812,25.164939880371094,nine
1,5,12.124449729919434,177.5744171142578,40.45517349243164,12.124449729919434,177.5744171142578,40.45517349243164,-0.05156907066702843,0.11837481707334518,0.9916290044784546,-0.05156907066702843,0.11837481707334518,0.9916290044784546,-0.9979711771011353,0.031015846878290176,-0.05560138076543808,-0.9979711771011353,0.031015846878290176,-0.05560138076543808,-0.8025376796722412,0.2569788694381714,0.5384191274642944,1.0,-77.01902770996094,222.9761505126953,69.58971405029297,-66.85750579833984,-196.25299072265625,-185.54383850097656,-0.8540009260177612,0.21358776092529297,0.47440770268440247,1.0,-90.41281127929688,197.2527313232422,66.7027359008789,118.89541625976562,-200.1233673095703,-55.70100784301758,177.62245178222656,88.23944854736328,1.801601767539978,-0.8173872828483582,0.1043989509344101,0.5665500164031982,1.0,-61.828155517578125,142.73086547851562,66.76866912841797,374.0904846191406,-147.55020141601562,61.103519439697266,-0.8097208738327026,0.14569592475891113,0.5684406757354736,1.0,-79.42693328857422,168.1889190673828,72.80189514160156,227.2119903564453,-198.3700714111328,2.5424673557281494,-22.84191131591797,185.4931640625,101.4800033569336,76.81058502197266,-0.8401525616645813,0.3663128614425659,0.39994820952415466,1.0,-14.795767784118652,231.60516357421875,82.5334701538086,81.89990997314453,275.30133056640625,78.7542495727539,82.28052520751953,159.00094604492188,26.528902053833008,-0.8025376796722412,0.2569788694381714,0.5384191274642944,1.0,-77.01902770996094,222.9761505126953,69.58971405029297,-66.85750579833984,-196.25299072265625,-185.54383850097656,-0.8540009260177612,0.21358776092529297,0.47440770268440247,1.0,-90.41281127929688,197.2527313232422,66.7027359008789,118.89541625976562,-200.1233673095703,-55.70100784301758,177.62245178222656,88.23944854736328,1.801601767539978,-0.8173872828483582,0.1043989509344101,0.5665500164031982,1.0,-61.828155517578125,142.73086547851562,66.76866912841797,374.0904846191406,-147.55020141601562,61.103519439697266,-0.8097208738327026,0.14569592475891113,0.5684406757354736,1.0,-79.42693328857422,168.1889190673828,72.80189514160156,227.2119903564453,-198.3700714111328,2.5424673557281494,-22.84191131591797,185.4931640625,101.4800033569336,76.81058502197266,-0.8401525616645813,0.3663128614425659,0.39994820952415466,1.0,-14.795767784118652,231.60516357421875,82.5334701538086,81.89990997314453,275.30133056640625,78.7542495727539,82.28052520751953,159.00094604492188,26.528902053833008,nine
1,5,15.839506149291992,181.22024536132812,40.27826690673828,15.839506149291992,181.22024536132812,40.27826690673828,-0.030776599422097206,0.1573798656463623,0.9870584607124329,-0.030776599422097206,0.1573798656463623,0.9870584607124329,-0.9972253441810608,0.06213335692882538,-0.041000355035066605,-0.9972253441810608,0.06213335692882538,-0.041000355035066605,-0.8588129281997681,0.29234081506729126,0.42068663239479065,1.0,-75.75582885742188,230.84393310546875,63.83506774902344,29.815765380859375,182.03089904785156,-173.6848602294922,-0.8551206588745117,0.2497207671403885,0.4543216824531555,1.0,-86.98277282714844,205.18983459472656,66.60372924804688,63.812740325927734,196.1594696044922,-6.054248332977295,98.04695892333984,108.54695892333984,2.5042145252227783,-0.8170140385627747,0.09942833334207535,0.5679806470870972,1.0,-58.98674011230469,148.45516967773438,69.71200561523438,63.306884765625,118.68140411376953,95.83612823486328,-0.8089956045150757,0.16569362580776215,0.5639784932136536,1.0,-77.03510284423828,175.31387329101562,74.32801055908203,27.168363571166992,147.15223693847656,35.83558654785156,-17.993667602539062,190.37445068359375,105.5365219116211,80.15450286865234,-0.7834385633468628,0.46595001220703125,0.4112354815006256,1.0,-6.954310894012451,241.13995361328125,81.57405090332031,199.28060913085938,186.3451385498047,49.2008171081543,85.13337707519531,160.30767822265625,25.655508041381836,-0.8588129281997681,0.29234081506729126,0.42068663239479065,1.0,-75.75582885742188,230.84393310546875,63.83506774902344,29.815765380859375,182.03089904785156,-173.6848602294922,-0.8551206588745117,0.2497207671403885,0.4543216824531555,1.0,-86.98277282714844,205.18983459472656,66.60372924804688,63.812740325927734,196.1594696044922,-6.054248332977295,98.04695892333984,108.54695892333984,2.5042145252227783,-0.8170140385627747,0.09942833334207535,0.5679806470870972,1.0,-58.98674011230469,148.45516967773438,69.71200561523438,63.306884765625,118.68140411376953,95.83612823486328,-0.8089956045150757,0.16569362580776215,0.5639784932136536,1.0,-77.03510284423828,175.31387329101562,74.32801055908203,27.168363571166992,147.15223693847656,35.83558654785156,-17.993667602539062,190.37445068359375,105.5365219116211,80.15450286865234,-0.7834385633468628,0.46595001220703125,0.4112354815006256,1.0,-6.954310894012451,241.13995361328125,81.57405090332031,199.28060913085938,186.3451385498047,49.2008171081543,85.13337707519531,160.30767822265625,25.655508041381836,nine
1,5,17.50147247314453,182.93922424316406,40.5567512512207,17.50147247314453,182.93922424316406,40.5567512512207,-0.014591341838240623,0.1625543087720871,0.9865916967391968,-0.014591341838240623,0.1625543087720871,0.9865916967391968,-0.9952925443649292,0.09218578040599823,-0.02990887500345707,-0.9952925443649292,0.09218578040599823,-0.02990887500345707,-0.8698352575302124,0.319161057472229,0.37619516253471375,1.0,-74.17213439941406,235.48214721679688,62.381656646728516,99.08057403564453,262.8876037597656,-117.77684020996094,-0.8562631011009216,0.2690473198890686,0.4409388303756714,1.0,-85.22199249267578,210.0437469482422,67.39362335205078,92.32962799072266,261.5519714355469,26.374300003051758,92.4393081665039,95.61000061035156,15.489456176757812,-0.8485007882118225,0.052910782396793365,0.5265423655509949,1.0,-58.68688201904297,149.91773986816406,71.39146423339844,-47.5833854675293,10.127942085266113,-19.481563568115234,-0.8392546772956848,0.16239836812019348,0.518920361995697,1.0,-77.40375518798828,178.7562713623047,75.03903198242188,-51.44962692260742,167.84364318847656,-64.85195922851562,-15.81318473815918,190.01210021972656,110.85445404052734,84.46306610107422,-0.7676176428794861,0.4869033396244049,0.41675928235054016,1.0,-2.3883743286132812,245.33399963378906,82.18619537353516,196.98175048828125,248.74156188964844,-24.242900848388672,85.94859313964844,159.77561950683594,25.300621032714844,-0.8698352575302124,0.319161057472229,0.37619516253471375,1.0,-74.17213439941406,235.48214721679688,62.381656646728516,99.08057403564453,262.8876037597656,-117.77684020996094,-0.8562631011009216,0.2690473198890686,0.4409388303756714,1.0,-85.22199249267578,210.0437469482422,67.39362335205078,92.32962799072266,261.5519714355469,26.374300003051758,92.4393081665039,95.61000061035156,15.489456176757812,-0.8485007882118225,0.052910782396793365,0.5265423655509949,1.0,-58.68688201904297,149.91773986816406,71.39146423339844,-47.5833854675293,10.127942085266113,-19.481563568115234,-0.8392546772956848,0.16239836812019348,0.518920361995697,1.0,-77.40375518798828,178.7562713623047,75.03903198242188,-51.44962692260742,167.84364318847656,-64.85195922851562,-15.81318473815918,190.01210021972656,110.85445404052734,84.46306610107422,-0.7676176428794861,0.4869033396244049,0.41675928235054016,1.0,-2.3883743286132812,245.33399963378906,82.18619537353516,196.98175048828125,248.74156188964844,-24.242900848388672,85.94859313964844,159.77561950683594,25.300621032714844,nine
1,5,19.485658645629883,184.787109375,40.54359436035156,19.485658645629883,184.787109375,40.54359436035156,0.004080506507307291,0.15084606409072876,0.9885488152503967,0.004080506507307291,0.15084606409072876,0.9885488152503967,-0.9892078638076782,0.1453963816165924,-0.018103305250406265,-0.9892078638076782,0.1453963816165924,-0.018103305250406265,-0.8784995079040527,0.35575172305107117,0.3188719153404236,1.0,-71.3836441040039,241.98446655273438,60.602840423583984,78.0585708618164,157.98387145996094,-58.059349060058594,-0.8871198892593384,0.27715346217155457,0.36905860900878906,1.0,-85.15180969238281,216.37115478515625,66.14083862304688,3.6591875553131104,116.94342803955078,-89.0489730834961,42.296295166015625,29.748065948486328,-3.7427000999450684,-0.8766279220581055,-0.01484131719917059,0.4809398949146271,1.0,-59.26465606689453,151.45814514160156,71.87452697753906,-39.01619338989258,-22.271970748901367,-27.286989212036133,-0.8845384120941162,0.14505434036254883,0.4433407485485077,1.0,-78.90157318115234,182.95680236816406,74.13321685791016,-51.693214416503906,56.23861312866211,-97.71831512451172,-14.58566665649414,187.66571044921875,114.76580047607422,88.72335052490234,-0.7371174097061157,0.525528609752655,0.42482656240463257,1.0,4.088630676269531,249.68304443359375,83.36255645751953,153.6680145263672,79.8111801147461,15.492666244506836,86.65834045410156,158.37205505371094,24.367273330688477,-0.8784995079040527,0.35575172305107117,0.3188719153404236,1.0,-71.3836441040039,241.98446655273438,60.602840423583984,78.0585708618164,157.98387145996094,-58.059349060058594,-0.8871198892593384,0.27715346217155457,0.36905860900878906,1.0,-85.15180969238281,216.37115478515625,66.14083862304688,3.6591875553131104,116.94342803955078,-89.0489730834961,42.296295166015625,29.748065948486328,-3.7427000999450684,-0.8766279220581055,-0.01484131719917059,0.4809398949146271,1.0,-59.26465606689453,151.45814514160156,71.87452697753906,-39.01619338989258,-22.271970748901367,-27.286989212036133,-0.8845384120941162,0.14505434036254883,0.4433407485485077,1.0,-78.90157318115234,182.95680236816406,74.13321685791016,-51.693214416503906,56.23861312866211,-97.71831512451172,-14.58566665649414,187.66571044921875,114.76580047607422,88.72335052490234,-0.7371174097061157,0.525528609752655,0.42482656240463257,1.0,4.088630676269531,249.68304443359375,83.36255645751953,153.6680145263672,79.8111801147461,15.492666244506836,86.65834045410156,158.37205505371094,24.367273330688477,nine
1,5,20.40660858154297,184.98507690429688,40.24284744262695,20.40660858154297,184.98507690429688,40.24284744262695,0.011584916152060032,0.15168221294879913,0.9883614182472229,0.011584916152060032,0.15168221294879913,0.9883614182472229,-0.9862145781517029,0.16489925980567932,-0.013747068122029305,-0.9862145781517029,0.16489925980567932,-0.013747068122029305,-0.8800103664398193,0.37381359934806824,0.2929933965206146,1.0,-70.09810638427734,244.0479736328125,59.31682205200195,25.59483528137207,33.118064880371094,-30.934425354003906,-0.9037829637527466,0.2759808599948883,0.32712528109550476,1.0,-85.36515045166016,218.15814208984375,64.68132781982422,3.9996938705444336,6.907634735107422,-41.298336029052734,19.46503257751465,0.38648372888565063,-8.317285537719727,-0.8916286826133728,-0.06084882840514183,0.44865986704826355,1.0,-59.540428161621094,150.7786407470703,71.85872650146484,0.21898148953914642,-43.41825485229492,-7.784945011138916,-0.9160028696060181,0.1199696883559227,0.38281330466270447,1.0,-80.45706176757812,183.14923095703125,72.3988037109375,-25.136581420898438,-36.681400299072266,-71.48360443115234,-14.875821113586426,185.43722534179688,113.96858978271484,89.23558044433594,-0.7247812747955322,0.5484709143638611,0.4169793426990509,1.0,6.721630573272705,250.96932983398438,83.09849548339844,32.48119354248047,11.314031600952148,-32.48091125488281,87.55142211914062,158.54046630859375,23.45539665222168,-0.8800103664398193,0.37381359934806824,0.2929933965206146,1.0,-70.09810638427734,244.0479736328125,59.31682205200195,25.59483528137207,33.118064880371094,-30.934425354003906,-0.9037829637527466,0.2759808599948883,0.32712528109550476,1.0,-85.36515045166016,218.15814208984375,64.68132781982422,3.9996938705444336,6.907634735107422,-41.298336029052734,19.46503257751465,0.38648372888565063,-8.317285537719727,-0.8916286826133728,-0.06084882840514183,0.44865986704826355,1.0,-59.540428161621094,150.7786407470703,71.85872650146484,0.21898148953914642,-43.41825485229492,-7.784945011138916,-0.9160028696060181,0.1199696883559227,0.38281330466270447,1.0,-80.45706176757812,183.14923095703125,72.3988037109375,-25.136581420898438,-36.681400299072266,-71.48360443115234,-14.875821113586426,185.43722534179688,113.96858978271484,89.23558044433594,-0.7247812747955322,0.5484709143638611,0.4169793426990509,1.0,6.721630573272705,250.96932983398438,83.09849548339844,32.48119354248047,11.314031600952148,-32.48091125488281,87.55142211914062,158.54046630859375,23.45539665222168,nine
1,5,20.654394149780273,184.96743774414062,40.0878791809082,20.654394149780273,184.96743774414062,40.0878791809082,0.013186837546527386,0.15471814572811127,0.9878706336021423,0.013186837546527386,0.15471814572811127,0.9878706336021423,-0.9856414794921875,0.16833442449569702,-0.01320708729326725,-0.9856414794921875,0.16833442449569702,-0.01320708729326725,-0.8798824548721313,0.3761044144630432,0.2904348075389862,1.0,-69.72911834716797,244.41412353515625,58.90913391113281,17.04796600341797,12.70730972290039,-19.087646484375,-0.9069730043411255,0.274840384721756,0.3191593885421753,1.0,-85.34659576416016,218.46749877929688,64.20552062988281,5.301323413848877,0.9269737601280212,-28.25963020324707,13.674683570861816,-0.9732484817504883,-8.552332878112793,-0.895240068435669,-0.07233396917581558,0.4396737813949585,1.0,-59.53322219848633,150.55787658691406,71.86341857910156,1.5205942392349243,-22.744117736816406,-3.1020395755767822,-0.9234577417373657,0.11152468621730804,0.36713486909866333,1.0,-80.8357925415039,183.015380859375,71.8150634765625,-11.333613395690918,-26.71432113647461,-45.4447135925293,-14.83910083770752,184.47007751464844,114.59557342529297,90.03414916992188,-0.7238781452178955,0.5554860830307007,0.4091890752315521,1.0,7.3529558181762695,251.53475952148438,82.74298858642578,10.988571166992188,6.154767036437988,-47.08159255981445,88.00364685058594,159.0845184326172,23.106178283691406,-0.8798824548721313,0.3761044144630432,0.2904348075389862,1.0,-69.72911834716797,244.41412353515625,58.90913391113281,17.04796600341797,12.70730972290039,-19.087646484375,-0.9069730043411255,0.274840384721756,0.3191593885421753,1.0,-85.34659576416016,218.46749877929688,64.20552062988281,5.301323413848877,0.9269737601280212,-28.25963020324707,13.674683570861816,-0.9732484817504883,-8.552332878112793,-0.895240068435669,-0.07233396917581558,0.4396737813949585,1.0,-59.53322219848633,150.55787658691406,71.86341857910156,1.5205942392349243,-22.744117736816406,-3.1020395755767822,-0.9234577417373657,0.11152468621730804,0.36713486909866333,1.0,-80.8357925415039,183.015380859375,71.8150634765625,-11.333613395690918,-26.71432113647461,-45.4447135925293,-14.83910083770752,184.47007751464844,114.59557342529297,90.03414916992188,-0.7238781452178955,0.5554860830307007,0.4091890752315521,1.0,7.3529558181762695,251.53475952148438,82.74298858642578,10.988571166992188,6.154767036437988,-47.08159255981445,88.00364685058594,159.0845184326172,23.106178283691406,nine
1,5,21.020872116088867,185.10760498046875,39.900760650634766,21.020872116088867,185.10760498046875,39.900760650634766,0.015017326921224594,0.16120582818984985,0.9868065714836121,0.015017326921224594,0.16120582818984985,0.9868065714836121,-0.9855915307998657,0.16867637634277344,-0.012556326575577259,-0.9855915307998657,0.16867637634277344,-0.012556326575577259,-0.878217339515686,0.37496015429496765,0.2968824803829193,1.0,-69.49518585205078,244.71873474121094,58.208778381347656,7.983532905578613,-3.661384105682373,3.2814157009124756,-0.9054409861564636,0.27493366599082947,0.3234007656574249,1.0,-85.17108154296875,218.72381591796875,63.7747802734375,12.133780479431152,-0.18868976831436157,5.859092712402344,10.301545143127441,5.104922771453857,-3.211906671524048,-0.8974907398223877,-0.07780970633029938,0.4341152608394623,1.0,-59.19053649902344,150.69309997558594,72.03239440917969,8.176749229431152,5.486797332763672,-1.4272483587265015,-0.92659592628479,0.10567300021648407,0.36090606451034546,1.0,-80.79545593261719,183.0548095703125,71.49905395507812,11.243324279785156,-4.567422389984131,-1.7469590902328491,-14.02776050567627,183.5509796142578,117.91361236572266,92.7226333618164,-0.726584792137146,0.5625676512718201,0.39445167779922485,1.0,7.975786209106445,252.69822692871094,82.06830596923828,-8.682753562927246,3.3570218086242676,-29.310564041137695,88.8707504272461,160.5353240966797,22.745468139648438,-0.878217339515686,0.37496015429496765,0.2968824803829193,1.0,-69.49518585205078,244.71873474121094,58.208778381347656,7.983532905578613,-3.661384105682373,3.2814157009124756,-0.9054409861564636,0.27493366599082947,0.3234007656574249,1.0,-85.17108154296875,218.72381591796875,63.7747802734375,12.133780479431152,-0.18868976831436157,5.859092712402344,10.301545143127441,5.104922771453857,-3.211906671524048,-0.8974907398223877,-0.07780970633029938,0.4341152608394623,1.0,-59.19053649902344,150.69309997558594,72.03239440917969,8.176749229431152,5.486797332763672,-1.4272483587265015,-0.92659592628479,0.10567300021648407,0.36090606451034546,1.0,-80.79545593261719,183.0548095703125,71.49905395507812,11.243324279785156,-4.567422389984131,-1.7469590902328491,-14.02776050567627,183.5509796142578,117.91361236572266,92.7226333618164,-0.726584792137146,0.5625676512718201,0.39445167779922485,1.0,7.975786209106445,252.69822692871094,82.06830596923828,-8.682753562927246,3.3570218086242676,-29.310564041137695,88.8707504272461,160.5353240966797,22.745468139648438,nine
1,5,21.215858459472656,185.1441192626953,39.810970306396484,21.215858459472656,185.1441192626953,39.810970306396484,0.016548074781894684,0.16723081469535828,0.9857788681983948,0.016548074781894684,0.16723081469535828,0.9857788681983948,-0.9859364628791809,0.16670836508274078,-0.011730242520570755,-0.9859364628791809,0.16670836508274078,-0.011730242520570755,-0.8743863701820374,0.3746264576911926,0.3083885908126831,1.0,-69.67786407470703,244.68650817871094,57.5051383972168,6.592927932739258,-4.22517204284668,11.50780963897705,-0.9035061001777649,0.27540552616119385,0.3283725380897522,1.0,-85.22311401367188,218.6156768798828,63.49421691894531,7.339615345001221,-1.9606242179870605,9.471999168395996,3.4071388244628906,0.4947255253791809,-2.9250242710113525,-0.8990867733955383,-0.07641183584928513,0.4310500919818878,1.0,-58.94167709350586,150.50511169433594,72.2845230102539,4.240093231201172,6.6357598304748535,-2.0670273303985596,-0.9240767359733582,0.10678518563508987,0.36698657274246216,1.0,-80.6976547241211,182.93052673339844,71.4796142578125,10.82071590423584,0.12211862951517105,9.728296279907227,-13.329133033752441,183.4851837158203,120.00381469726562,94.31488800048828,-0.7313070297241211,0.5637986660003662,0.38382434844970703,1.0,8.20225715637207,253.5420379638672,81.47745513916016,-18.746055603027344,-7.620009422302246,-31.485240936279297,89.54638671875,161.7033233642578,22.667280197143555,-0.8743863701820374,0.3746264576911926,0.3083885908126831,1.0,-69.67786407470703,244.68650817871094,57.5051383972168,6.592927932739258,-4.22517204284668,11.50780963897705,-0.9035061001777649,0.27540552616119385,0.3283725380897522,1.0,-85.22311401367188,218.6156768798828,63.49421691894531,7.339615345001221,-1.9606242179870605,9.471999168395996,3.4071388244628906,0.4947255253791809,-2.9250242710113525,-0.8990867733955383,-0.07641183584928513,0.4310500919818878,1.0,-58.94167709350586,150.50511169433594,72.2845230102539,4.240093231201172,6.6357598304748535,-2.0670273303985596,-0.9240767359733582,0.10678518563508987,0.36698657274246216,1.0,-80.6976547241211,182.93052673339844,71.4796142578125,10.82071590423584,0.12211862951517105,9.728296279907227,-13.329133033752441,183.4851837158203,120.00381469726562,94.31488800048828,-0.7313070297241211,0.5637986660003662,0.38382434844970703,1.0,8.20225715637207,253.5420379638672,81.47745513916016,-18.746055603027344,-7.620009422302246,-31.485240936279297,89.54638671875,161.7033233642578,22.667280197143555,nine
1,5,21.32585334777832,185.1803436279297,39.7906379699707,21.32585334777832,185.1803436279297,39.7906379699707,0.017069591209292412,0.1668272316455841,0.9858383536338806,0.017069591209292412,0.1668272316455841,0.9858383536338806,-0.9860053062438965,0.16634556651115417,-0.011077133938670158,-0.9860053062438965,0.16634556651115417,-0.011077133938670158,-0.8718347549438477,0.37456390261650085,0.31560415029525757,1.0,-69.73574829101562,244.67926025390625,57.34714126586914,12.965855598449707,0.763761043548584,21.402544021606445,-0.9002232551574707,0.27668190002441406,0.33622196316719055,1.0,-85.36774444580078,218.5072021484375,63.35298156738281,15.913212776184082,5.017240524291992,27.052724838256836,5.870424747467041,1.9330673217773438,-1.085010290145874,-0.8988738059997559,-0.07314746081829071,0.4320594072341919,1.0,-58.84320068359375,150.34378051757812,72.28511810302734,7.007209777832031,11.232524871826172,-2.7228217124938965,-0.921550989151001,0.10835706442594528,0.37283042073249817,1.0,-80.71651458740234,182.76783752441406,71.39959716796875,16.098918914794922,5.1119384765625,16.901615142822266,-12.798377990722656,183.560302734375,121.49467468261719,95.3949203491211,-0.7329574227333069,0.5633060932159424,0.3813917338848114,1.0,8.333248138427734,253.75375366210938,81.44183349609375,-2.0743520259857178,-3.504859209060669,-16.640073776245117,89.84295654296875,162.1445770263672,22.648086547851562,-0.8718347549438477,0.37456390261650085,0.31560415029525757,1.0,-69.73574829101562,244.67926025390625,57.34714126586914,12.965855598449707,0.763761043548584,21.402544021606445,-0.9002232551574707,0.27668190002441406,0.33622196316719055,1.0,-85.36774444580078,218.5072021484375,63.35298156738281,15.913212776184082,5.017240524291992,27.052724838256836,5.870424747467041,1.9330673217773438,-1.085010290145874,-0.8988738059997559,-0.07314746081829071,0.4320594072341919,1.0,-58.84320068359375,150.34378051757812,72.28511810302734,7.007209777832031,11.232524871826172,-2.7228217124938965,-0.921550989151001,0.10835706442594528,0.37283042073249817,1.0,-80.71651458740234,182.76783752441406,71.39959716796875,16.098918914794922,5.1119384765625,16.901615142822266,-12.798377990722656,183.560302734375,121.49467468261719,95.3949203491211,-0.7329574227333069,0.5633060932159424,0.3813917338848114,1.0,8.333248138427734,253.75375366210938,81.44183349609375,-2.0743520259857178,-3.504859209060669,-16.640073776245117,89.84295654296875,162.1445770263672,22.648086547851562,nine
